# --- WAVY_005 ---
2025-04-17 14:45:48;WAVY_005;3,42
2025-04-17 14:45:52;WAVY_005;0,11
2025-04-17 14:45:56;WAVY_005;0,44
2025-04-17 14:46:00;WAVY_005;4,91
2025-04-17 14:46:04;WAVY_005;4,50
2025-04-17 14:46:08;WAVY_005;1,54
2025-04-17 14:46:12;WAVY_005;0,98
2025-04-17 14:46:16;WAVY_005;2,01
2025-04-17 14:46:21;WAVY_005;2,43
2025-04-17 14:46:25;WAVY_005;0,87
2025-04-17 14:46:29;WAVY_005;3,49
2025-04-17 14:46:33;WAVY_005;1,11
2025-04-17 14:46:37;WAVY_005;2,76
2025-04-17 14:46:41;WAVY_005;1,55
2025-04-17 14:46:45;WAVY_005;1,54
2025-04-17 14:46:49;WAVY_005;1,82
2025-04-17 14:46:53;WAVY_005;2,88
2025-04-17 14:46:57;WAVY_005;4,86
2025-04-17 14:47:01;WAVY_005;1,46
2025-04-17 14:47:05;WAVY_005;2,70
2025-04-17 14:47:09;WAVY_005;2,40
2025-04-17 14:47:13;WAVY_005;4,21
2025-04-17 14:47:17;WAVY_005;3,16
2025-04-17 14:47:21;WAVY_005;2,92
2025-04-17 14:47:25;WAVY_005;1,67
2025-04-17 14:47:29;WAVY_005;0,94
2025-04-17 14:47:33;WAVY_005;0,41
2025-04-17 14:47:37;WAVY_005;3,54
2025-04-17 14:47:41;WAVY_005;2,67
2025-04-17 14:47:45;WAVY_005;0,29
2025-04-17 14:47:49;WAVY_005;0,62
2025-04-17 14:47:54;WAVY_005;0,25
2025-04-17 14:47:58;WAVY_005;2,66
2025-04-17 14:48:02;WAVY_005;3,67
2025-04-17 14:48:06;WAVY_005;2,23
2025-04-17 14:48:10;WAVY_005;0,10
2025-04-17 14:48:14;WAVY_005;4,46
2025-04-17 14:48:18;WAVY_005;1,12
2025-04-17 14:48:22;WAVY_005;1,52
2025-04-17 14:48:26;WAVY_005;4,14
